reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,label
96791859-341e-4c11-a19d-b485b3c83457,Ida Farida,https://play-lh.googleusercontent.com/a/AEdFTp7pseTPnytWl9ETa4WJW_6FL572PXEmvoeiyOoR=mo,Bagus bgt,5,0,,2023-01-06 18:22:55,,,1.0
3cdcefbb-599a-46f4-befb-623d2f3894c0,itz khansa,https://play-lh.googleusercontent.com/a-/AD5-WCnWk7ARt3gSuSHJHI3pAek-zbf6esrMEKsrB9Zi-A,"Saya sangat kecewa,Tik Tok ban akun yang tidak bersalah Malah yang tidak pantas di lihat tidak di ban. Saya sangat kecewa. Terima kasih.",1,1,25.6.4,2023-01-08 13:48:04,,,-1.0
c17aea98-c6f7-425a-8447-2ed16597eec5,Putra alamsyah Rahman,https://play-lh.googleusercontent.com/a/AEdFTp7Y8jJZzKlaH2kLLTuTXY-GxzYTNYrBJQbbOYi1=mo,"Dari Beberapa bulan yang lalu sampai dengan hari ini kenapa video yang muncul di beranda saya selalu campuran. Kenapa tidak sesuai sama riwayat video yang pernah saya like, simpan di akun, dan simpan di galeri hp saya. Mohon diperbaiki lagi sistem rekomendasi video yang muncul di setiap akun tiktok. Terima kasih",1,0,,2023-01-08 03:54:39,,,-1.0
c84be4a3-a17c-4196-9056-aac1ca4fe550,Rendhy Solata,https://play-lh.googleusercontent.com/a/AEdFTp47YfSbTBwuxs0zHX0wD2UUzZknQuNm55ZfYGrY=mo,Saya suka,5,0,27.6.3,2023-01-06 14:02:07,,,1.0
c49a060b-4946-439f-ad59-a3b494bd744b,Dhana firmansyah Firmansyah,https://play-lh.googleusercontent.com/a-/AD5-WCkm38zWXF5oWayKqB9p9wZkczOthH0HgnaSoDHi,Mau mengapdet yang baru,5,0,27.5.4,2023-01-07 01:44:09,,,1.0
4721ec9f-48e4-40a7-98f3-812a91004ed2,Sifa Nur Anggraini,https://play-lh.googleusercontent.com/a/AEdFTp78Mr022s34aS9w32HMPswZ-bSThLCxMvREfhDg=mo,Aplikasi nya bagus,5,0,25.4.4,2023-01-07 15:48:42,,,1.0
315485ec-d1fd-4f93-afce-5e31b0e058d5,Zidan Niam,https://play-lh.googleusercontent.com/a-/AD5-WCkt8C5LYG3BolTCh4y_sYnCg9ObxKYyoR40dL_k-Q,Apik tenan,5,0,27.6.3,2023-01-08 09:54:12,,,1.0
1eb6e5b3-6108-4308-ad88-4bd4e777cc3a,Arifah Khumairah,https://play-lh.googleusercontent.com/a-/AD5-WCmxp7UG7UmqcRvMUC3kRTnaOtIsowmW0wojG4P2,Apk gajeeee!,4,0,,2023-01-07 22:52:37,,,1.0
282af150-ca48-4103-bd2a-f47541b4f2d7,udi mashudi,https://play-lh.googleusercontent.com/a/AEdFTp6qu_S_6WFMyPnBv_ONzINOSz1mBAt8QS1xQXxN=mo,si mmaman naink ke atap mantap,5,0,,2023-01-07 13:41:44,,,1.0
97d1b85e-1f8b-47ca-9983-5b8ab17e6d89,Desanatai Baru2021,https://play-lh.googleusercontent.com/a/AEdFTp7EdKte3tSs3HHXxxv118J0PRCFUOn3X1yfwbHi=mo,Sangat cocok untuk Anda yang ingin jualan online,5,0,27.2.5,2023-01-06 21:17:19,,,1.0
507ac65e-8a9c-4b49-b3a8-7424a4bf08c7,Adi Surya Hartono,https://play-lh.googleusercontent.com/a/AEdFTp4tE4co_mPn3ET267gxRb0099q4nOthPlrvG12L=mo,Selalu bekreyasi Bg,5,0,27.5.4,2023-01-06 20:34:24,,,1.0
3c349b0f-2d04-4f46-8425-6a21fef793f0,Sonny Irawan,https://play-lh.googleusercontent.com/a-/AD5-WCmMtwZ8UzYbbZA2plNttlJiMpubQgZFKcEhdmyX,Viral,5,0,27.2.4,2023-01-06 15:56:31,,,1.0
fd2d4a48-a69d-4d3a-9dc2-814f81326063,Satria SatriaAulia,https://play-lh.googleusercontent.com/a/AEdFTp76uOfCaVZ-yugi5aPpjDkPiTHbSQNpKZ761je_=mo,Untuk teman2 saya kasih tau jangan download TIKTOK karena gajelas apl nya selalu update terus dan beberapa filter tidak bisa digunakan #TiktokRusak,1,0,,2023-01-07 12:55:26,,,-1.0
8aa1072a-03f9-4f20-9a93-a334fea8f233,Ovitamh25@gmail.com Ovitamh,https://play-lh.googleusercontent.com/a/AEdFTp4R5hLSW6aSzntho9sQSxokaPCEgnRbXcMc6HaN=mo,Sangat bagus,5,0,,2023-01-06 21:11:08,,,1.0
5284d1ea-739e-4e8b-af18-0ecab37659a9,Vita Vivo,https://play-lh.googleusercontent.com/a/AEdFTp6O3moFwGd4bKZuAf5pxUzCGCRiHCWXjET7t4ft=mo,"Ini baguss bngt. . . Bisa hibur akuu,, aku suka jadi kasih bintang 5",5,0,,2023-01-06 20:59:15,,,1.0
04bbf23a-3a61-4cb4-b026-15d6a4d797b4,Sanusi Sanggau,https://play-lh.googleusercontent.com/a/AEdFTp69PMu7qFJCEWLOgV4h2OqSn2TAXMSyeHNNZeTZ=mo,Sangat cocok untuk saya,5,0,,2023-01-07 15:42:31,,,1.0
09deb499-a89f-49d8-8fc0-295badeeb822,Aditiya Scs,https://play-lh.googleusercontent.com/a/AEdFTp7qzor3KazJLCdtri-CinQGVLOtS97XXe7YSFuR=mo,😍😍😘😘😍😘😘😍😘😍😘😍😘😍😘😘😘,5,0,,2023-01-08 09:46:24,,,1.0
e2fb25fb-533e-488f-a6d0-fb81e6f0e5f8,Arsa Bilah,https://play-lh.googleusercontent.com/a/AEdFTp6Q9r9l7_GIuuEmf23PvMubQckrTRcUxCAFxo0L=mo,Saya kasih pintang 3,3,0,,2023-01-06 20:20:11,,,0.0
647c4bff-eab0-428e-8068-20f97876c1ac,Lutfi Upi,https://play-lh.googleusercontent.com/a/AEdFTp7bQYerJ6tiSQbitsjAvYsI83EUmVrpLuYo0-wB=mo,Kak kok udh di update tapi kok gk ada efek suara wulan:),2,0,27.6.3,2023-01-08 07:16:02,,,-1.0
ee25d69c-b613-4110-becf-b58512c1e3a8,Muklis Ibrahim 75,https://play-lh.googleusercontent.com/a/AEdFTp79pYV3nEu5E6DOFdAWYbSK_hDwllkNwO2YRM4r=mo,Iya coba dulu,5,0,27.6.3,2023-01-08 13:23:06,,,1.0
19a6ee26-277f-4edf-8a0e-2e7b489219cf,Riski aulia Nisa,https://play-lh.googleusercontent.com/a/AEdFTp7UtVR6xuxxN0nHcy__eyw8Z2bhaiL4FGis4Us=mo,"😌👍, saya suka aplikasi ini👉📱karena video nya seru dan di Mohon sekali ya tiktok jangan ada ngeleh atau bug atau gak filter yg gak bisa di pake itu saja ulasan saya dan terimakasih 🙏💕, dan knp tik tok saya tidak ada shop nya jadi nya saya kasih bintang 4 aja lah🙄",4,1,27.6.3,2023-01-06 20:57:46,,,1.0
c17aea98-c6f7-425a-8447-2ed16597eec5,Putra alamsyah Rahman,https://play-lh.googleusercontent.com/a/AEdFTp7Y8jJZzKlaH2kLLTuTXY-GxzYTNYrBJQbbOYi1=mo,"Dari Beberapa bulan yang lalu sampai dengan hari ini kenapa video yang muncul di beranda saya selalu campuran. Kenapa tidak sesuai sama riwayat video yang pernah saya like, simpan di akun, dan simpan di galeri hp saya. Mohon diperbaiki lagi sistem rekomendasi video yang muncul di setiap akun tiktok. Terima kasih",1,0,,2023-01-08 03:54:39,,,-1.0
83d66124-b2ad-434d-a290-21ea048819c6,Fandi Dzonk,https://play-lh.googleusercontent.com/a/AEdFTp7EkEdn8YO5v1vv-ODaCMYqGpJ_Ezk_YUtWj4Bq=mo,baguss aplikasi nya good joobb,5,0,,2023-01-07 08:06:55,,,1.0
1edc8902-157c-40b2-b21d-f35fdf33b1a4,Dwi Mega Surya Ningsih,https://play-lh.googleusercontent.com/a/AEdFTp6wd0Xb2oEKJLnHKPy7xnVHxfWbzO-jezUdgpHx=mo,Mntaaappppp,5,0,27.6.3,2023-01-06 19:32:23,,,1.0
1c928ac8-d5d2-4cb6-b01c-636130cf0374,Irfan Syaifullah,https://play-lh.googleusercontent.com/a/AEdFTp4l1VP3jMQcS9oS62UFYk-BXfL4yVscR2y43hNW=mo,Keren,5,0,27.6.3,2023-01-06 19:04:11,,,1.0
08cfe132-173b-4046-84b2-cd95e3554100,ANGGA official,https://play-lh.googleusercontent.com/a-/AD5-WCnT6lwKqHnMg-glcdMIw3O3esBFvmocTSsb6OXC,"Iki apk jembut paling o, wes wayah e nginstal malah sauwi e",1,0,27.6.3,2023-01-07 16:19:44,,,-1.0
0245f060-aa41-4f5b-a1e6-2ae91b41e0be,Dedi Prayoga,https://play-lh.googleusercontent.com/a/AEdFTp5PWsVp9foUfPmxp8FfN6DZPPYvjd3OQHDkue2S=mo,Tik Tok sangat bagus sekali,2,0,,2023-01-08 12:48:06,,,-1.0
d47a2203-298b-4782-9932-57cacd52ff9f,It's Wowici,https://play-lh.googleusercontent.com/a-/AD5-WCmFPg8ylRA9XoWQ5qgXOh4UwjrAIpplFGmx3Hrz,"Fitur search filternya ilang di hpku, padahal di hp yang lain ada semua. Tampilannya pun beda, terbatas banget. Gabisa take photo, cuma bisa video. Udah bikin akun pun sama aja. Install ulang pun sama aja. Please kenapa ini? Udah update padahal",3,0,,2023-01-08 18:18:36,,,0.0
74554f5e-4b76-4df2-b67b-e920f0a36c92,rahmat hidayat,https://play-lh.googleusercontent.com/a/AEdFTp6kJ_lxdckR8ltShsgr-cPYSRV8gz80itWIQWPR=mo,👍👍👍👍👍👍👍👍👍👍,5,0,26.9.3,2023-01-06 18:21:24,,,1.0
4550297c-4710-4bbc-a466-1227422c11bb,Asih Purwati,https://play-lh.googleusercontent.com/a-/AD5-WCmh_2Db5_Ft9f6nE9uBlBDeT90nQqc4J8lMZaSB,Bagus saya suka video yang ada di beranda,5,0,27.6.3,2023-01-06 15:39:28,,,1.0
5b393440-207c-46ae-977b-81c065db3ade,Zahra Moza,https://play-lh.googleusercontent.com/a/AEdFTp4Grn6JJGPz16JA0JcEt24u70-EHV180B61uxrp=mo,"Fitur posting ulang ilang2 an terus saya harus unistall apk dl baru bisa kembali tp itu jg galama 15 menit kemudian jg ilang lg,tolong jwb knp",1,0,,2023-01-08 17:30:41,,,-1.0
3f5177b3-1d7c-4c9d-bac4-30a4b4172fe5,Uciq Agus,https://play-lh.googleusercontent.com/a/AEdFTp4xKocwi9BCkfPDG86lKL9HX8a7MNyJJxKX8XrU=mo,Bgus kali,5,0,,2023-01-07 20:46:28,,,1.0
60fa4498-31eb-46f1-8941-02d65ad47037,Zul,https://play-lh.googleusercontent.com/a/AEdFTp6VCDQKDOGw_sP52FyS2ZOeyO0A6cQYzNTxjgkr=mo,Bagus,4,0,27.5.4,2023-01-07 15:52:20,,,1.0
12e09a45-a983-4e2e-9480-f99054446f97,Wahyudi Sri,https://play-lh.googleusercontent.com/a/AEdFTp5chEcgZmKI99SObu1TgsUrEuvAE-V3sXSJv-3u=mo,Apk ini sangat bagus joss ku kasih bintang 5,5,0,22.0.41,2023-01-06 19:57:04,,,1.0
3aa57d0c-ccce-48c9-90cf-d5c43684eb84,Naira Rahman,https://play-lh.googleusercontent.com/a/AEdFTp52JbKAElAH9w536wyYkFPLCTPXdIzk47B29RFN=mo,"Bagus,kren sy suka",5,0,,2023-01-06 18:14:02,,,1.0
174d885b-7b97-4f7b-a382-23d1aa33fe44,Rorid Na,https://play-lh.googleusercontent.com/a/AEdFTp6wls8-QXqxq3XdZoY8Mf8pXVwB-n_PcocGSjn2=mo,Aplikasinya bagus sekali,5,0,27.5.4,2023-01-07 19:14:32,,,1.0
fdb0ff4b-32f5-429d-b0f0-fdd4e779e9cd,Ini Daffa,https://play-lh.googleusercontent.com/a-/AD5-WClNWF30RVG993OhrgwVFkQmFMchej6l0j46FCaQlg,oi gara gara kamu ayangku jadi pengen maem pedes lagi hadehh,1,0,27.6.3,2023-01-06 18:39:21,,,-1.0
bfe48b0c-57a1-4ae4-818e-03f3143f3408,Raffi official,https://play-lh.googleusercontent.com/a-/AD5-WCnHEwHL-ukYAYKqjx9lfMj9PBvho5m-S0f2VMdE,Bagus,5,0,26.4.5,2023-01-08 11:38:25,,,1.0
6407be61-6ae9-438b-a19e-b9868e5fb56f,Hamzah,https://play-lh.googleusercontent.com/a-/AD5-WCkXuJ7icKTD8EXjLS-6rnRTbuH2OGbTENybUa4U1A,Good,1,0,26.6.2,2023-01-07 20:28:45,,,-1.0
b3637da3-600a-4f18-bd32-fba53b8d5a42,Qy gaming,https://play-lh.googleusercontent.com/a-/AD5-WCnUPa1lFln1m0RITI-xsmPubCYH2ibWPCJMOzYH,Bismillahirrahmanirrahim fyp,5,0,27.3.4,2023-01-06 17:32:57,,,1.0
016ea491-b046-49d1-8c65-8f511f3e3fd3,Sukmawati,https://play-lh.googleusercontent.com/a-/AD5-WCmjeADvhC3XmIQ0YzrFP_kemngIHyZvFQjNQnzeJA,"Kenapa setelah di update fitur belanja di tiktok saya tidak ada ya???hanya ada fitur temukan dimenu, Padahal umur saya diatas 20 tahun",3,0,27.7.3,2023-01-08 11:06:57,,,0.0
0390afb4-fa85-496e-a92f-75aa92660f8f,Iqbal Trihariono,https://play-lh.googleusercontent.com/a/AEdFTp7fIzeUJhROUOC70-rmxZ8yGdClXgGfhgVBWR3H=mo,Bijakkkk,5,0,27.6.3,2023-01-07 20:39:24,,,1.0
6c63f0c3-fc2f-41b0-b43c-ecce7fe3d77a,Bayu Muhammad,https://play-lh.googleusercontent.com/a/AEdFTp6vC6KIXGvlJ2fWd007E60Pwd0vuMXbitiRivoo=mo,Ketut,1,0,,2023-01-07 20:01:30,,,-1.0
5ff1c28e-0e81-4c68-accb-b4054f127e0b,Satrio Januadjie,https://play-lh.googleusercontent.com/a/AEdFTp60SsVG-EB1kHV9_NHayc96QzFTCG3R0zzvtw1l=mo,.. . .,5,0,,2023-01-08 14:58:46,,,1.0
52c8dd0d-dba3-48df-8769-ba6448baca03,Sahidu Sahidu,https://play-lh.googleusercontent.com/a/AEdFTp4fJqkuBRG6BI7KkjUh7ZRMpb4DoEGGD8bK51v-=mo,"Apk ny bgs Kren,kita bsa mendapatkan informasi yang terbaru,Terima kasih untuk developer yang udah membuat apk ini Dahh semuanya💅",5,0,,2023-01-08 09:02:11,,,1.0
a80f116e-a3b8-4ec2-ae9e-7400df2401ee,Nemo Neotech,https://play-lh.googleusercontent.com/a/AEdFTp5OIehNyBlBM91oJqMDfA3FDpQCy8BffyHYQljG=mo,Kenapaaa akun saya di blokir tiba tiba padahal tidak ada pelanggaran dan Baru banyak folowernya langsung di blokir udah 2 kali bikin akun masih di blokir lagi udah ada hadiah gift dadi penonton mau diambil malah di blokir ajg,1,0,27.6.3,2023-01-08 02:38:47,,,-1.0
2d23c2ff-7166-4c45-8fcf-c3818b809f9f,Afin,https://play-lh.googleusercontent.com/a/AEdFTp6IK0ePYJ9E7c9F3oV14EwZNAWpnMp9dJarqBm3=mo,Hai tiktok nomor hp dan email saya sudah tidak aktif saya tidak bisa masuk mohon bantuan nya,5,0,27.7.3,2023-01-07 08:52:52,,,1.0
bbf8e2a7-524a-41d1-a84a-95828fde7abd,Apehung 4321,https://play-lh.googleusercontent.com/a/AEdFTp6FOCM9Cw7hmiiUQ1RLEeqUn_b-8fcXn1xE6CEr=mo,Sangat tidak menyenangkan,2,0,26.6.4,2023-01-08 07:40:33,,,-1.0
e5e0e9c0-bd75-490a-9104-a50251ca96f4,Atala Bagasherlino,https://play-lh.googleusercontent.com/a/AEdFTp4aWYsh1ccSlY4VeC3m1Enz6AgGZ0C-gqI_RFxj=mo,Dr,5,0,27.6.3,2023-01-07 20:23:25,,,1.0
3c927815-dff4-46ef-9c80-4dbcc71b9bd3,Taufik Hidayat,https://play-lh.googleusercontent.com/a/AEdFTp58I1Md7bApSjb8eScw6cqXsB7jMVzcW-V3Wy4E=mo,Keren,5,0,,2023-01-07 08:55:16,,,1.0
312ebf16-dfe4-4951-a26d-3895b781aad4,FujaAnggraeni 25,https://play-lh.googleusercontent.com/a-/AD5-WCnbvapkcW9HSZESD_shJCyaRHJ1MACEgcy9j1LX,Mantap,4,0,27.2.4,2023-01-07 08:24:22,,,1.0
3c927815-dff4-46ef-9c80-4dbcc71b9bd3,Taufik Hidayat,https://play-lh.googleusercontent.com/a/AEdFTp58I1Md7bApSjb8eScw6cqXsB7jMVzcW-V3Wy4E=mo,Keren,5,0,,2023-01-07 08:55:16,,,1.0
09c6e6ef-c196-4614-a1e5-cfe94fb48440,Ahbab Babon,https://play-lh.googleusercontent.com/a/AEdFTp4ATqH-lhrtIZRxpuwkQsk92DrIO7c93Iq1hc4=mo,Kenapa sih tik tok tidak bisa di download padahal aku pengen banget,1,0,,2023-01-07 16:22:22,,,-1.0
062ebdb4-11e6-4b07-9154-9763105b1372,Sriwulan Dari,https://play-lh.googleusercontent.com/a/AEdFTp6lw7JGOjn2pK4RrFUjKKiA0KJVFN72jl4k6E0P=mo,Baik,5,0,27.6.3,2023-01-08 11:03:23,,,1.0
f13542cf-0842-452e-afd7-10df4a4f002c,Kana Ya,https://play-lh.googleusercontent.com/a/AEdFTp79VNa5y1NDliCJTvva2-3_tQKOsHiajAck9lBU=mo,Kok gk bisa donwload?,5,0,,2023-01-08 07:39:22,,,1.0
77a2b41c-0ada-4c59-8ae0-6d07fb5254d5,Baharuddin Ji,https://play-lh.googleusercontent.com/a/AEdFTp6XOVguX7seEkFDLY7VnvxjIqU4uS5IWaPSTFqn=mo,🗿,1,0,,2023-01-08 10:41:26,,,-1.0
7a902861-8422-410d-8e45-7fde26d005b7,watini tini,https://play-lh.googleusercontent.com/a/AEdFTp66DU0GzsiCueHpf3d0LkDRyqavC8znLE7hkVtG=mo,Bagus..mudah2an kedepanya lebih baik,5,0,25.0.42,2023-01-06 17:20:05,,,1.0
7910edbb-9469-48fb-a739-a488a96e4cba,Aqila Adellia,https://play-lh.googleusercontent.com/a/AEdFTp4U8ILV4LUZiHf4XzIHdUghL0zzdnotZjBPKfK-=mo,Kok saya tidak bisa mengakun tiktok saya!!!,1,0,27.6.3,2023-01-06 18:34:48,,,-1.0
9fc2dfa9-73fa-4621-b5e1-6035522bcdd8,Naya Naya,https://play-lh.googleusercontent.com/a/AEdFTp5Mjl3ooFaiOILNeZ05ZabIqVE0zwz1UhWZ0U1s=mo,Kok sekarang fitur pembayaran akulaku gak muncul di TikTok shop ya??? Tolong di jawab,1,0,27.1.3,2023-01-07 06:32:15,,,-1.0
f37ec6d4-d17f-4db2-b73e-358409436b55,Herry Gunsay,https://play-lh.googleusercontent.com/a/AEdFTp7RMVVv2368FAT2kpXfu4Q_iP96k1ZbIMBONlBN=mo,Sempurna,5,0,27.6.3,2023-01-07 10:24:19,,,1.0
c2f47d9d-f1c3-4f5b-8c28-1b396e3a67af,Nani Suryani,https://play-lh.googleusercontent.com/a/AEdFTp5_k_crSHv-oCDm0WxlPhwqGE1Z_QRobSDeiKb1=mo,Aplikasi nya the best banget pokoknya 😉😉😉,5,0,,2023-01-07 17:37:56,,,1.0
2e02370e-25bc-4d26-8f86-89eaf006d02e,Merrys'ka St,https://play-lh.googleusercontent.com/a-/AD5-WClDVm5ByJfKAyghCX4spaTEIcopHJ4imi9z3NEalw,Keren,5,0,,2023-01-08 12:43:52,,,1.0
1673243d-f721-46ba-ac0a-8037182eecd2,Kiky Kagura,https://play-lh.googleusercontent.com/a-/AD5-WClsNKleKDCz3q41q9BAptZrMBJUUyR8y8OaOd-j,Sekarang udah g bisa siapa aja yg sudah liat vt kita....setelah di update,5,0,27.7.2,2023-01-07 11:31:20,,,1.0
3aa0369c-2b88-475c-80d7-79b13f4799f6,Muhammad Fattih,https://play-lh.googleusercontent.com/a-/AD5-WCml-ZAJYRkmV5e40SfEaHZiuFyhZVebSfUMoecm,Bagus doang,5,0,27.4.3,2023-01-08 13:35:53,,,1.0
bb2ad53f-e116-4936-a250-9d487847ad6b,Asmaul Roji,https://play-lh.googleusercontent.com/a/AEdFTp6QUaiCaQX5pzuwv1XwcboFQ3D8GaNXHJk6zHpi=mo,Saya baru sudah download sudah paling suka,5,0,,2023-01-08 17:14:35,,,1.0
e1b47e7c-d0d1-491b-b8d2-14e44a4521c3,Oki Hermawan,https://play-lh.googleusercontent.com/a-/AD5-WCl8i_UzTcQt7jXsou7HQCJrdtWj581SmQjna5fL,Sangat bagus dan relevan.. Walaupun sedikit ngelage,5,0,27.1.3,2023-01-06 18:36:08,,,1.0
b73fa217-ad31-4b0d-8b30-958f36df2829,Celuler Po,https://play-lh.googleusercontent.com/a/AEdFTp7kQKRGwE6RAyA9QMMOVV0504sHDFbJMvJbIrol=mo,Bagus banget tiktoknya apalagai folowwers nya aja banyak dan pokoknya kalian harus donglot ya Makasih,5,0,23.6.4,2023-01-06 13:44:05,,,1.0
2f936e7a-53f6-44d6-8586-5fd80796e169,Kasna Lie,https://play-lh.googleusercontent.com/a/AEdFTp4kTHe5JwTWROwNAkD0Frel8_-HtBqEM6biJqEw=mo,"Aplikasi nya bagus tp.gk sebagus dlu sekarang rada² ngeleg terus keluar sendiri tp gpp aku tetep suka ko,tp tolong perbaik ki yah oky terimaksih yah atas hiburannya karena bagus jadi aku kasih bintang 5 yah babay",5,0,,2023-01-06 15:53:43,,,1.0
2374f5dd-29f7-47b4-aa7c-e29c863e4612,PT Bumi Intan Bercahaya,https://play-lh.googleusercontent.com/a-/AD5-WCmTEy1c7xNgZoEKv_jxgXM3U-KpC90ljWW9e6emUA,Ok,5,0,27.7.3,2023-01-08 05:51:13,,,1.0
fcc56f4b-929a-4d70-a223-8650b6845215,Aja Hidir,https://play-lh.googleusercontent.com/a/AEdFTp4n-veI00sfvf78C7Vvi2GHSLNsoXJ0UmJa24pM=mo,No comen,4,0,,2023-01-06 17:02:11,,,1.0
e80a6140-f651-4799-9191-817d81ef670b,PINTU HATI,https://play-lh.googleusercontent.com/a-/AD5-WCnio_O7eFn7R0-tScaNL2Ts03-Gs8OqWwjYx9Mu,Bisa menambah persahabatan,5,0,27.3.4,2023-01-08 00:53:09,,,1.0
b7cb939f-738e-4cd7-9f1f-68981185d352,Afni Ritonga,https://play-lh.googleusercontent.com/a/AEdFTp5vF00J6XL7vKTirhYXLZBZHu8W3uUKdhJaNLUQ=mo,Wah apk nya bagus bat,5,0,,2023-01-08 16:58:13,,,1.0
a65efa73-62fe-434e-9d10-7d9b57d539e5,Maruf Fast,https://play-lh.googleusercontent.com/a/AEdFTp42MkZrOBnnzqpwnSweuq86OmETmbTZvo0NG1HA=mo,Asu tik tok,1,0,,2023-01-08 05:19:38,,,-1.0
1e1bf209-c777-49aa-a80b-00e6626703ff,Dede Anwar,https://play-lh.googleusercontent.com/a/AEdFTp5fvUAjVk6jVhkjQbJy9IBrdKUdNfVo3ZvDgjEM=mo,APLk.nya bagus kok suka bgtt,5,0,,2023-01-08 10:11:32,,,1.0
31234b42-3724-46d7-8e28-d551e778bc4a,Jeck Kiet,https://play-lh.googleusercontent.com/a-/AD5-WCkzrmHRUF-xcTEGzAM8BUWU2RpiQ8enveMIEc1E,Bagus skali,5,0,27.6.3,2023-01-06 22:13:26,,,1.0
4481d910-a392-40c9-bb7e-ca22f72d65e4,Gnwnxcoustik,https://play-lh.googleusercontent.com/a-/AD5-WCmP1O3D6oxBOofgeuaAAYqqYWpg-oR1clGzwBnDIg,"Akun saya terkunci tidak tau alasannya, tolong dibantu untuk proses akunnya Ussername : snapstorywa_",2,0,27.6.3,2023-01-07 05:12:26,,,-1.0
f1bb23ea-c534-448c-9b6f-f05c3f0f814d,Memet cs.,https://play-lh.googleusercontent.com/a-/AD5-WCkaiNfIIYNCK7e8zphH_1kzrGtEv9Y__vRU-niS,"IM SORRY MY ENGLISH IS SO BAD, BUT IN MY COUNTRY INDONESIA HAVE MANY CADGER, OLD LADY, OLD PEOPLE SUBMARGED FOR DONATION, IM SO PITY FOR HER. PLEASE REPORT THIS TIKTOKERS",1,0,,2023-01-06 19:58:53,,,-1.0
