reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt
3c00e26e-8dcc-42a2-95e4-a82323d23cd1,Felice,https://play-lh.googleusercontent.com/a/AEdFTp7pzcnT2CAeq2jFjgfjBZeqgVQO4ak07AEQ0V2r=mo,Aplikasi ini sangat bagus sekali. Tapi sering ngelag tolong diperbaiki lagi ya Terima kasih 🙏🙏,5,0,,2023-01-08 18:05:50,,
7b16bc64-4e83-46c8-ac1a-f1fa700513b4,Lisna Wati,https://play-lh.googleusercontent.com/a-/AD5-WCm27iDqxz5QibngEFWwMlVViA4s77zUApGxUQKHfw,Sangat membantu dalam pendidikan seperti activity science❤️,5,0,,2023-01-08 18:05:48,,
9935a928-07a0-4724-a5ad-0873f5c6c354,ahmad fatih arianbach,https://play-lh.googleusercontent.com/a-/AD5-WCkjiIVZiD9_YwrYgg6XCx-8IpG27Gw120NPRYofTg,Sekarang tiktok udah gabener... Biasanya ngeklaim flash vocher masih dapet... Ini giliran udah masuk waktunya tiba tiba udah kehabisan... Curiga ada yang pake bot. Mohon diperhatikan kembali. Kasian yang co daerah jauh gabisa klaim gratis ongkir.,1,0,27.0.3,2023-01-08 18:05:14,,
32b49627-0049-47fa-afc2-11dc77c58796,Uuh Yyu,https://play-lh.googleusercontent.com/a/AEdFTp5h4sb90rXmt98fx5UDJkgkmyLwOE119v31aup3=mo,Untuk TIKTOK Aku kasih rating 3 Ya Soal nya suka ngeleg pas scorl,3,0,,2023-01-08 18:05:10,,
17c25f6b-006e-4401-9e91-f8234fae126b,Dilll Il,https://play-lh.googleusercontent.com/a/AEdFTp7YpnftObWzKRWqrHVsD4u5xHojkHw3WtXLyaI1=mo,Game plagiat,1,0,,2023-01-08 18:04:07,,
9d422ad8-b9c0-4e3c-af3e-911a5305be44,Ramdan Eka,https://play-lh.googleusercontent.com/a/AEdFTp4bExE7Z4MImSTjPlsvpoHWigPc_RWCt5wIlPze=mo,Gw sih suka ma apk ini Tp kek suka ngelag gt Jd tlg d prbaiki lg ya,5,0,,2023-01-08 18:03:55,,
d75d4a46-d814-43db-95b8-952a7603f7be,isma wati,https://play-lh.googleusercontent.com/a/AEdFTp4u_19or5mDq5eYTiqFBqZygADVWSHtWUA73j1T=mo,Bagus,5,0,27.5.4,2023-01-08 18:03:49,,
5bcc3ab5-aca7-4511-bb52-0009f6962d5f,YORANWODA CHANEL,https://play-lh.googleusercontent.com/a-/AD5-WCmAJkX01-q3WjvrgJmYLrJ9Najij6mS_NTX7FKIUg,Sangat baik,5,0,27.6.3,2023-01-08 18:03:01,,
d64a43e2-586c-4020-8441-cc0d5a1d3ba0,Adil Supani,https://play-lh.googleusercontent.com/a-/AD5-WCmLmuwjori5lBr_1djwWGLDBQ8s3zUAQPg4mBmb4A,adil ganteng,1,0,27.6.3,2023-01-08 18:00:41,,
639252a9-04be-4dba-8535-4357ece0f466,Fawaidatur Rozalia,https://play-lh.googleusercontent.com/a/AEdFTp59Pec4QRSGxKg87n52E1g_P1sMhcy9_1_BOl85=mo,Sangat bagus,5,0,27.4.5,2023-01-08 17:59:58,,
7b8fe2d6-abe1-4e32-ac3c-f2008a129bed,Rachmadhan Dika374,https://play-lh.googleusercontent.com/a/AEdFTp6QTc-U-8JZ0WfFUTW9tNNttBexQlq2T9A_prod=mo,Semoga tiktok syp fyp,5,0,27.6.3,2023-01-08 17:58:39,,
4b95092a-b1cf-4f83-b661-8c2fd06da704,Sagita Pramana,https://play-lh.googleusercontent.com/a/AEdFTp4HHq43dTozM_R23mrT6Qu1fO659gWrkk0G-gih=mo,Bagus,5,0,,2023-01-08 17:58:26,,
8d420a9f-5d7e-4051-84bd-6610f03a5f62,rian Maryana Saputra,https://play-lh.googleusercontent.com/a/AEdFTp54le30fTO35QaN1YPJyYRNtjDIopBjqP5xiXa9=mo,Good like,5,0,27.7.3,2023-01-08 17:56:10,,
c80c1e73-c2aa-4b04-9198-b51de8848931,hendri sigar,https://play-lh.googleusercontent.com/a-/AD5-WCkM9Z6EPBJ6qRoLrH3NzjsKJFEfe6XGFBqfBrhf,Oke,3,0,,2023-01-08 17:56:05,,
7b140037-4891-4088-901a-1114a47fa3bc,Sari Yana Duri,https://play-lh.googleusercontent.com/a-/AD5-WCkT9QSxj5Z_1-wtE4OOfVS38cRhXNVPmGtE60r66Q,"Sampai di sini ok2 aja,, kasih 3 bintang dulu 😉",3,0,25.6.4,2023-01-08 17:55:55,,
ad694e7b-f78f-4ba1-ad1a-926566da41c1,ABY Frayoga,https://play-lh.googleusercontent.com/a/AEdFTp68qDLuI9jLNH-ywGtzHx_Q9YLWLuceDzVX-ZyD=mo,Seru baget bikin hari ku ber warna,5,0,,2023-01-08 17:54:17,,
fea3c0ac-3972-43fb-b9f2-14d861584302,Novli Dasinagon,https://play-lh.googleusercontent.com/a/AEdFTp4FHOdmUYAeXd9tgCqKXsFK_1Z0sBN_l_sSNdVx=mo,Apk nya sangat bagus bole ngertiin perasan,3,0,27.7.3,2023-01-08 17:53:11,,
b303a6dd-aa4c-4004-86b8-02e6e9b1f05c,joselyn official,https://play-lh.googleusercontent.com/a-/AD5-WCmIY8P412KKrIwDufxNwXCBWX_n8S4q8yjgomF_,Bagus aplikasi nya ✌️💗💗💐,4,0,27.6.3,2023-01-08 17:53:10,,
a72a0c63-3c53-48ed-8764-9c9dc70dc524,Anita,https://play-lh.googleusercontent.com/a/AEdFTp7xGaGh-nji-cJ6vOj9jso_RFvDgfzuSvjZ4t7_=mo,Kerennn,5,0,27.6.3,2023-01-08 17:51:23,,
27e021f8-6fbd-4bb8-88ff-6934261e6eb2,Erwhan Punya,https://play-lh.googleusercontent.com/a-/AD5-WCnWbXSlMn7HPj5UlC316WgbLcP42mdV2-Gx5qRs,Apky bagus bangat.,5,0,27.3.4,2023-01-08 17:49:30,,
ee7112f0-c42f-45c3-9774-765706a3ec0f,Gabriel Tjm,https://play-lh.googleusercontent.com/a/AEdFTp7BD0kc8ZSZYLVoW7vUmVE7Tbd1Z2fmKI3GR8VC=mo,Muantap,5,0,,2023-01-08 17:48:59,,
fe7dfc39-f840-4096-a4a3-d633990849cf,Rafif Riadi,https://play-lh.googleusercontent.com/a-/AD5-WCmxBSDPbTwTyBCKZc84m2Mfal3_dyxKlzIdpm9G,P gabut,5,0,27.6.3,2023-01-08 17:45:30,,
3a1df1b2-5a16-408e-82cf-48d52a8a4ed1,Putra Wono,https://play-lh.googleusercontent.com/a/AEdFTp4OgQzwMKkC1qtStC0rmFLaoY24Sj9rK8zdimkg=mo,Wah tik tok ini sangat menyenangkan sekali,5,0,,2023-01-08 17:44:09,,
8fc2762c-a2a0-4afb-a2e3-27a00c68f0af,Priskus Tara,https://play-lh.googleusercontent.com/a-/AD5-WCmTg5OU2gqsd_iT9k36SSLEL5mATqgTl18k2N62,Keren kali aplikasi yang satu ini,5,0,27.4.5,2023-01-08 17:43:03,,
7933c0d0-b973-4fe0-947b-bc061c794d03,Aska Putra,https://play-lh.googleusercontent.com/a/AEdFTp4X5O4DUMsX_JF-BZOVxmQbFttl_sHbkjLL1ppz=mo,Azka,5,0,,2023-01-08 17:42:12,,
93c46247-9e01-42c9-8720-894ef987f7d6,Selika Putri,https://play-lh.googleusercontent.com/a/AEdFTp77k7qJeyEUipIqmAp2SMkRA_JuqKFiR4l_P9bX=mo,Rawr,5,0,,2023-01-08 17:39:53,,
f355d6c3-f754-40b6-98fc-043a3c85af49,Tim Ompak23,https://play-lh.googleusercontent.com/a-/AD5-WCl0mBLz98ghkZyQoROirUhUhYA1feaom1XGgU5l,Sangat menarik ketika lagi gabut,5,0,27.7.3,2023-01-08 17:37:51,,
46ea2586-09ec-41ad-ae57-c1cbd6d973de,Indra Wahyuda,https://play-lh.googleusercontent.com/a-/AD5-WCnfTdW-7SX4QnC1PZdPzfIWSc9LcourEdtWh7EZ,Gabisa login,1,0,25.5.4,2023-01-08 17:37:24,,
8f9d89f6-985b-445c-9bea-e86aa65a8297,Teles Hop,https://play-lh.googleusercontent.com/a/AEdFTp745JJq6bQ3GrYY8WAUH2FCiSObxiZG6_OhZh6P=mo,Kadang ngeleg kadang gak ngeleg,3,0,26.3.4,2023-01-08 17:36:28,,
42c1637a-cfb8-4e92-bb5f-bc3039561ac5,Putri Ani,https://play-lh.googleusercontent.com/a/AEdFTp6AxfOn4LQ3NKM3GWAn5w8rLX-rlTwO1UmIclRf=mo,Dondlow,5,0,,2023-01-08 17:35:32,,
3b4f229f-b23c-4a12-86b5-3f4b2f1127e2,YT KIDZ,https://play-lh.googleusercontent.com/a/AEdFTp7pkaa6Sp03ySL6CMkj1lyHwNpULO3DMSBaN5hW=mo,LO APAIN NIKI TOK,5,0,26.3.4,2023-01-08 17:34:08,,
bcc3a05a-3d2a-4249-8ec5-f1536f3f0a89,Asya asya,https://play-lh.googleusercontent.com/a/AEdFTp4L1_t2PE8b2IGT1cW5tP-OULymoJpgw5j4IRKv=mo,"Fitur pin komentar jangan di hapus, itu sangat membantu para pengguna tiktok, mohon untuk developer semoga di kembali kan fiturnya",5,0,27.6.3,2023-01-08 17:33:59,,
e8f6860d-646f-46f6-adc7-0c63a9ace438,7c Muhamad Azman Maulana,https://play-lh.googleusercontent.com/a-/AD5-WCn0dQeY8Z6PofdCKUw2pu8R6g5bcVa-lMxPzHuDOw,Niecc,4,0,,2023-01-08 17:33:19,,
b3e59fbe-4134-4386-9d67-8929ca728a02,Vita Olivia,https://play-lh.googleusercontent.com/a/AEdFTp6W-rJYZkcopFkNmY8ZqWke4ka2YheMM2le8XYN=mo,Akun aku ilang pas dimasukin tanggal lahir gk bisa semua,1,0,27.6.3,2023-01-08 17:32:47,,
68a27bff-a422-4232-9366-9a3f31630196,Zombie Dahs,https://play-lh.googleusercontent.com/a/AEdFTp4CQto3-F9KqpItpQLDgz1NxoicSgMcIvQxwH76=mo,gak tau masih bagus gak isi tik tok,5,0,,2023-01-08 17:32:22,,
f3e8b5ee-9176-4ad4-a654-fd9180de0946,Antonia Moza Azahra,https://play-lh.googleusercontent.com/a-/AD5-WCnRjLJ2ITlPDUoVLiX1FtnsGqtIav-tnpOVejQMfw,"Gatau knp tiba tiba fitur posting ulang saya hilang,tolong berikan penjelasannya!jwbbb",2,0,27.6.3,2023-01-08 17:31:19,,
5b393440-207c-46ae-977b-81c065db3ade,Zahra Moza,https://play-lh.googleusercontent.com/a/AEdFTp4Grn6JJGPz16JA0JcEt24u70-EHV180B61uxrp=mo,"Fitur posting ulang ilang2 an terus saya harus unistall apk dl baru bisa kembali tp itu jg galama 15 menit kemudian jg ilang lg,tolong jwb knp",1,0,,2023-01-08 17:30:41,,
44770308-966f-4b96-9973-06937853ca40,Bahar Udin,https://play-lh.googleusercontent.com/a/AEdFTp5EX4rPEKz5j67_pfb8_JnznuadaMkMr2U7ODDv=mo,Banyak pilem orang tua,1,0,,2023-01-08 17:28:30,,
209596d5-2369-4c87-a99c-e5f089b8c447,Zasqia Amara,https://play-lh.googleusercontent.com/a/AEdFTp5xMsCE4t4yAVtUJnobYSw28fBPv7rRX7tBuW1c=mo,"Kalau masuk akun sering gabisa,trus kalau ada akun ga sempat 3minggu udah diblock ,padahal gak ada ngapa ngapain selain like post orang,mohon diperbaiki ,kadang saya menonton vidio nge-bug bisa.",1,0,,2023-01-08 17:26:31,,
0c94d3ec-d3e4-4d3a-a39e-f65b754f9095,Shifa Fz,https://play-lh.googleusercontent.com/a-/AD5-WCmD6znXUUV0OCJkbEixr91-trpzJAmxqV-dtpT7MA,Good semoga lebih banyak menghasilkan cuan dri tiktoj 😍,5,0,27.6.3,2023-01-08 17:26:13,,
124a8b6b-c22b-47d9-a0fa-9c2984ae8835,Jihan felicia Hafsah,https://play-lh.googleusercontent.com/a/AEdFTp4iIEs33EEzbagVc9MYvaKXsAiGQVwZDkBYoA2A=mo,Min tolong balik in akun ku. Aku gatau kenapa yg akun bocil_jahanam7 tiba² di hapus. Tolong di balikin aku gatau maksudnya,5,1,27.5.4,2023-01-08 17:25:56,,
00d15664-e5cb-4bcc-b84d-2173b4b20553,annissa wardhani,https://play-lh.googleusercontent.com/a-/AD5-WCnQ7SHx-nONJOykYOeg0xJoiTtXRiDlJXfpmIOZQA,Aku suka aplikasi ini banyak hiburan dan juga ada filter2 yang bagus dan lucu,5,0,27.4.5,2023-01-08 17:25:21,,
0722592d-e835-413b-a817-12ad46267f90,Erwinsyah Putra,https://play-lh.googleusercontent.com/a-/AD5-WCkRDT6hzapND6JofLAy1XoIteNodzc5xxHJDrYz,good,5,0,27.6.3,2023-01-08 17:25:11,,
dfc9baff-c08d-46b5-b68b-28e1b90feb10,Elis Herlina,https://play-lh.googleusercontent.com/a/AEdFTp6hQNjAuDWYPuqXVwOvQM3FMKiJaQHxzt2CVGqf=mo,Bagus....bisa dpt cuan dri tiktok...,5,0,27.6.3,2023-01-08 17:22:47,,
c2d01cba-4691-4687-a943-c2b794d5b8c3,Ikhwan Dhanie,https://play-lh.googleusercontent.com/a-/AD5-WCmEkTbgV-_AmpBLyl5pkUk3sv-qR2Nrrv-X60AU6g,Sangat puas,5,0,,2023-01-08 17:22:23,,
c7907929-bbe2-43e0-b17a-7088d34cc778,Deva Amaliya,https://play-lh.googleusercontent.com/a/AEdFTp7PJ8EACqX_8OeSdr1rfLQYnfXtWOwwM79r2i2l=mo,Bagus sekali aplikasi nya tapi susah di download,2,0,,2023-01-08 17:21:50,,
3123c172-4a26-4a82-ba6c-418285d4d897,Jainul Bocil,https://play-lh.googleusercontent.com/a/AEdFTp7m6O-2JFZUN9QYZZi-tpVQf66_ZI772A7xEgQ5=mo,Okeh,5,0,27.5.4,2023-01-08 17:21:06,,
8b37cc54-8f9b-499e-81c7-0d145cf43c94,Hadi Finanda,https://play-lh.googleusercontent.com/a/AEdFTp7V3LJpZdDVWs8sWbqhzNLlfS-2_XTZlhY4pw-u=mo,Bagus,5,0,27.6.3,2023-01-08 17:20:42,,
61676ac3-b898-4d2c-8aac-7d234c6fac37,Dark Blue,https://play-lh.googleusercontent.com/a/AEdFTp5QnnkqfuIFSaN2PAfoKa0J0zCL-E7QkG7U9b7A=mo,Min tolong aku mau fyp wkwkw🤭,5,0,27.5.4,2023-01-08 17:20:16,,
ba09a1df-01b6-44c4-bb9e-a2f445b34c78,Arfan Alfarizi KIDS CHANNEL,https://play-lh.googleusercontent.com/a-/AD5-WCm5NPapYZeC0TjeTVTSpsXSp-DcTgkVIIy_LRMFfw,Baguss lancar,4,0,22.4.5,2023-01-08 17:20:09,,
b18a6b3d-1c2b-4ab9-8b42-cc779355d171,Putra Subur,https://play-lh.googleusercontent.com/a/AEdFTp71-xyqpDvsBTPLwbMMzs--C8TrDf_jVBVq39o=mo,verifikasi usia tanpa pemberitahuan tiba2 di block aplikasi apaan,1,0,27.6.3,2023-01-08 17:19:17,,
77d108bf-168d-4184-9958-f674c4ceeecf,thufail Surya Laksana,https://play-lh.googleusercontent.com/a/AEdFTp5o06EkFA12B-LxNjb6YlORQ3SiCOFWOKrqmml4=mo,sangat bagus,5,0,27.6.3,2023-01-08 17:18:56,,
81c08b67-c28e-4176-9dfc-2bb57d13a85b,nugraha ayn,https://play-lh.googleusercontent.com/a/AEdFTp5NTNW-KLsdlfHiufBnEg2E5icxG5b5AXwmzSh_=mo,Bagus bngett,5,0,27.1.3,2023-01-08 17:17:12,,
bb2ad53f-e116-4936-a250-9d487847ad6b,Asmaul Roji,https://play-lh.googleusercontent.com/a/AEdFTp6QUaiCaQX5pzuwv1XwcboFQ3D8GaNXHJk6zHpi=mo,Saya baru sudah download sudah paling suka,5,0,,2023-01-08 17:14:35,,
98d772be-c041-401c-9081-88bf6f41fa5c,Sukir,https://play-lh.googleusercontent.com/a/AEdFTp5WNpQ9w-hyH4Np9h3M1BCxI21GBiyk-uNf3YX-=mo,Titok mau bikin profil dan akun.,1,0,27.6.3,2023-01-08 17:13:29,,
e05139d5-31c3-4aaa-a374-25a5d271bb7b,Bsk: Amel 3,https://play-lh.googleusercontent.com/a-/AD5-WCkeNIbm3IF_WGsha2_aI83JjLDr2YTXsL_4YCrtfQ,Bagus 👍👍😊,5,0,,2023-01-08 17:11:03,,
a33340c6-a7f8-4bb4-bb5f-c2d3aed995f8,Kartika Oktavia,https://play-lh.googleusercontent.com/a/AEdFTp62doxACz3JzpxN9UEz6oizauFA1_zv7_sPCenF=mo,Terimakasih,5,0,27.5.4,2023-01-08 17:09:56,,
08e27e55-6506-47d1-8ff3-dc190edd1329,Nadia Ramadhani,https://play-lh.googleusercontent.com/a/AEdFTp6CUZRuJJbyRs0sTD7YhE_x_sX0c-kHjWerFD2v=mo,Kese neng aku🥰😍,5,0,,2023-01-08 17:08:17,,
835011bb-3524-43e0-8c92-80e341da8a0d,Santi Yp,https://play-lh.googleusercontent.com/a/AEdFTp4v0AKoZT6b4CNHrweuLXd-zhvSg4wOOTG9EwJS=mo,Lumayan,4,0,,2023-01-08 17:07:02,,
2700fda0-a883-47c1-b189-1ddce05f19ef,Claudia Disvi sefrini,https://play-lh.googleusercontent.com/a/AEdFTp5JJzGfzxLDAyNvJ5tlB1pRuWdJ8J0aws85fRbR=mo,Setelah apdet tik tok agak ber masalah tolong di perbaiki lagi 🙏🙏,1,0,,2023-01-08 17:05:48,,
7cef20bb-3338-4d30-b929-50aa42496c6c,Aku Siapa,https://play-lh.googleusercontent.com/a/AEdFTp7RrHGnN_p6s2jLZbt6mIjDvLlpfz24aSgCmuyo=mo,Suka banget sama TikTok,5,0,27.0.3,2023-01-08 17:04:15,,
92d3c72f-f6ac-483b-85f0-96c9f0545b74,Ahmad Sarumpaet. S.E,https://play-lh.googleusercontent.com/a-/AD5-WCkKLBrVz-130c-ifGtG-cHt_3Vh9s0C-Bm9AGhKSg,Ok,5,0,27.6.3,2023-01-08 17:03:56,,
96fefd1b-695a-4969-ae65-884a244cce01,Herlyansah Edria Syahir,https://play-lh.googleusercontent.com/a-/AD5-WCmaM5mhRbiluTV5n6V7FBDTzAIy9ZswLQKjN3uitw,Mantap,5,0,27.6.3,2023-01-08 17:03:47,,
4339e532-5245-4594-87a1-fbda50cbe921,Juan Dwisaputra,https://play-lh.googleusercontent.com/a/AEdFTp5sJ83zXkyPzH-IvB74tnLCsQVBpXAbsPeMfqbt=mo,"halo min kenapa fitur teratas saya tidak ada min,tolong bantu min jadi saya susah buat cari video nya",2,0,27.4.5,2023-01-08 17:02:31,,
39b88d3a-0eea-4fea-a901-f023ac23617d,Gede Tiastra,https://play-lh.googleusercontent.com/a/AEdFTp6DeppahZOsKhFhnpqY1dtCJC8RsbjYGmHcGX_Z=mo,Apk ini baik,5,0,,2023-01-08 16:59:53,,
f15e3159-f337-4e13-90ab-115ec0680c95,Dhiva 08,https://play-lh.googleusercontent.com/a/AEdFTp4eeg0pRYODm9v1EB9ypT8ZpJ_BgfxVF4-Ai26v=mo,The best lah,5,0,27.6.3,2023-01-08 16:59:35,,
5c043b0e-a21b-461e-9123-11d35ac92203,Eka Sari,https://play-lh.googleusercontent.com/a/AEdFTp4Ra_41QhxnvtSQ0il6MaxnFDYs3qOt659vbhLC=mo,2 aja soal nya belum Terdundelut,2,0,,2023-01-08 16:59:17,,
b7cb939f-738e-4cd7-9f1f-68981185d352,Afni Ritonga,https://play-lh.googleusercontent.com/a/AEdFTp5vF00J6XL7vKTirhYXLZBZHu8W3uUKdhJaNLUQ=mo,Wah apk nya bagus bat,5,0,,2023-01-08 16:58:13,,
50d41525-4133-4598-9634-27579fad2a27,Nabbyal Albyabby,https://play-lh.googleusercontent.com/a/AEdFTp4i-8dpaGs-P2yYPJ4oDyHz1UaMY50sqKh8cmyt=mo,Manta pokeee.....,5,0,,2023-01-08 16:56:17,,
c4eeef51-2327-4439-920d-e5f9eb5a74d5,Liya Gilang,https://play-lh.googleusercontent.com/a/AEdFTp7agbyHzzEzs9S-OVPuruZMaY98R5MrqRsIHh47=mo,Ok,5,0,,2023-01-08 16:55:04,,
ba2a876e-a246-4d37-bcaa-9b5a266c0024,Dhelade109,https://play-lh.googleusercontent.com/a/AEdFTp6k3z3YQt6bn0Z2YSyGtAY0PcFjKT1MS597R8dz=mo,Thanks tiktok. Aq seneng sekali.,5,0,27.6.3,2023-01-08 16:54:49,,
0eb93aca-cc42-46e1-9f7a-220c75c0c5a1,Hp Mi,https://play-lh.googleusercontent.com/a/AEdFTp5rafuBhRyyYyZrAkTTdSUejXgkTt_wGgV61563=mo,Tiktok ini sangat sangat jelek bercanda masut nya sangat bagus,5,0,27.5.4,2023-01-08 16:53:37,,
32f8e5d1-016c-4b80-881a-6db772126bc7,Yahya,https://play-lh.googleusercontent.com/a/AEdFTp5gCUxvo6XkW10jWdx_iSMx1V2LJHEx1r5NQjQ0=mo,"Punya saya jadi banyak iklan, Dulunya engak. Aku jadi bingung.",3,0,,2023-01-08 16:51:17,,
02177b88-5439-444d-921b-9784c1929eac,salma tiara anjani,https://play-lh.googleusercontent.com/a-/AD5-WCm1N8uDgx1wEdHg1L0ZUlC3AWmcN1GKcIbOx23q,Tidak bisa d downlod,1,0,27.6.3,2023-01-08 16:50:54,,
af87fa18-ed8f-4745-ad36-a48879f4f246,Deco Tarigan,https://play-lh.googleusercontent.com/a/AEdFTp5bxk0NmLQzrTewMJzrXKgNUV3htfPKTdoeq8AQ=mo,Bagus saya senang menggunakan aplikasi tiktoknya.,5,0,27.2.4,2023-01-08 16:50:35,,
d71863de-2862-4458-a248-a09059edcf6c,Jastra Putra,https://play-lh.googleusercontent.com/a/AEdFTp5MSJv52Peva2hgnvELOidfOkdp-t-o4fNNHhie=mo,Kenapa sih mau dowload kaga bisa terus error apa kenapa,1,0,24.3.5,2023-01-08 16:48:14,,
5f56bd00-bbc4-4951-9de3-0c10f1be3bf4,Enung Rahmawati,https://play-lh.googleusercontent.com/a/AEdFTp73DbAZtcShObm44tegO4hM_K5d8BUEVxpsjzO0=mo,Sukakk sama aplikasi ini👍,4,0,24.9.3,2023-01-08 16:46:40,,
8e6a4d82-5cc0-4620-9364-ea7b5f8df396,Bangun Lbn gaol,https://play-lh.googleusercontent.com/a/AEdFTp56gE-3b8T-lXcGl5c9b97CM9fCockwXypmHytC=mo,Pokok nya yg terbaik,5,0,27.6.3,2023-01-08 16:44:58,,
f30e1013-3de1-4f2b-afce-263276d72434,Agus hidayat,https://play-lh.googleusercontent.com/a/AEdFTp5CqQojGqWVfY5PP1-bBCuV9zAS2sNzmeh9Zqk_=mo,Saya suka,5,0,,2023-01-08 16:44:58,,
21dc939c-9633-40b6-9fb1-6c3286d2d875,Mikaella angelina,https://play-lh.googleusercontent.com/a-/AD5-WCk9gJcL90i1X3WJc9_EzEdyz7STpdVLA_thHKjwcw,Tiktok nya suka ngelag ga tau dari hape ku atau emng gitu tolong perbaiki lgii,4,0,27.1.3,2023-01-08 16:41:54,,
d9e9dfcf-3283-4dca-8947-b6299391b1d0,Muhamad Aris,https://play-lh.googleusercontent.com/a/AEdFTp4wR_oTk_ZLCK3ZG_TD8Zep-j0tuhz4HDYHQWDm=mo,Tiktok gud,5,0,26.2.3,2023-01-08 16:41:27,,
3fbf9610-2db9-4903-a17f-e806cabfe9ff,Misbah Misbah,https://play-lh.googleusercontent.com/a-/AD5-WCleJKSDTysjv00ZxhQd_TyhGWxfPLagg-Seim-O,Benar benar luar biasa ku beri ranting 5,5,0,,2023-01-08 16:39:59,,
f5db95fd-b3be-4c7a-af04-e7cb37b60fff,Udin Togel,https://play-lh.googleusercontent.com/a/AEdFTp6lCZEY1fkDxSzM-RgNse2BvfQmai_FUSBZ72xE=mo,Gut ban get bag us ni Tipton ny☺😊,4,0,,2023-01-08 16:39:43,,
623f5743-1b86-4d0b-ae19-af47d2f0c77f,Bilqiis Saputra,https://play-lh.googleusercontent.com/a/AEdFTp4HRDtxMvhYBrD5ezTG7Hsj5WNSzdykCUi7LdD8=mo,aplikasih ini seru kalo lagi gabut,5,0,,2023-01-08 16:38:34,,
636d4391-7d9a-4063-ad64-314925060aac,Wulan,https://play-lh.googleusercontent.com/a-/AD5-WCkHbhWz_Ayb6N4ac6IxyYsQZuicAV6sl0tyXJlUvKE,Kenapa fitur posting ulangnya dihapus,3,0,27.3.4,2023-01-08 16:38:31,,
57d21333-e096-4aaf-8f30-00403f7d4d67,Yuhanes Emanuel.M E.M,https://play-lh.googleusercontent.com/a-/AD5-WCkBbIKsvw2F-qL4qaArT91jp2vKRXWKtJN32vjAfA,Suka tapi gak pernah fyp,5,0,27.5.4,2023-01-08 16:38:25,,
